Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
1. Parse,ArduinoJson (C++),canada.json,832.682000,10640128,10640128,20,0
1. Parse,ArduinoJson (C++),citm_catalog.json,9.461000,3875232,3875232,18,0
1. Parse,ArduinoJson (C++),twitter.json,4.644000,1171648,1171648,16,0
2. Stringify,ArduinoJson (C++),canada.json,1992.699000,2252800,6447080,15,0
2. Stringify,ArduinoJson (C++),citm_catalog.json,18.148000,503808,1028072,12,0
2. Stringify,ArduinoJson (C++),twitter.json,15.384000,471040,995304,12,0
3. Prettify,ArduinoJson (C++),canada.json,2116.619000,5636072,14024656,16,0
3. Prettify,ArduinoJson (C++),citm_catalog.json,43.714000,1204224,3301352,14,0
3. Prettify,ArduinoJson (C++),twitter.json,24.465000,647168,1695720,13,0
4. Statistics,ArduinoJson (C++),canada.json,0.663000,0,0,0,0
4. Statistics,ArduinoJson (C++),citm_catalog.json,0.759000,0,0,0,0
4. Statistics,ArduinoJson (C++),twitter.json,0.835000,0,0,0,0
7. Code size, ArduinoJson (C++), jsonstat,0,0,0,0,23040
1. Parse,CAJUN (C++),canada.json,3371.085000,41183712,153222840,4900321,0
1. Parse,CAJUN (C++),citm_catalog.json,621.491000,9973384,35274600,1114320,0
1. Parse,CAJUN (C++),twitter.json,166.545000,2770632,9129072,361364,0
2. Stringify,CAJUN (C++),canada.json,2547.727000,4272144,12660728,334368,0
2. Stringify,CAJUN (C++),citm_catalog.json,328.428000,892928,1941480,64872,0
2. Stringify,CAJUN (C++),twitter.json,57.486000,675840,1724392,17602,0
4. Statistics,CAJUN (C++),canada.json,4.045000,0,0,0,0
4. Statistics,CAJUN (C++),citm_catalog.json,1.372000,0,0,0,0
4. Statistics,CAJUN (C++),twitter.json,0.251000,0,0,0,0
7. Code size, CAJUN (C++), jsonstat,0,0,0,0,65024
1. Parse,cJSON (C),canada.json,58.300000,12037312,12037312,167192,0
1. Parse,cJSON (C),citm_catalog.json,14.534000,3364216,3364216,64383,0
1. Parse,cJSON (C),twitter.json,7.439000,1606704,1606704,32014,0
2. Stringify,cJSON (C),canada.json,1503.470000,1294720,2654584,223241,0
2. Stringify,cJSON (C),citm_catalog.json,42.819000,500336,1001328,87274,0
2. Stringify,cJSON (C),twitter.json,27.676000,466944,935328,30092,0
3. Prettify,cJSON (C),canada.json,1505.560000,1405888,2877096,223241,0
3. Prettify,cJSON (C),citm_catalog.json,44.983000,789232,1579072,87274,0
3. Prettify,cJSON (C),twitter.json,27.894000,557984,1117216,30092,0
4. Statistics,cJSON (C),canada.json,1.577000,0,0,0,0
4. Statistics,cJSON (C),citm_catalog.json,0.470000,0,0,0,0
4. Statistics,cJSON (C),twitter.json,0.571000,0,0,0,0
7. Code size, cJSON (C), jsonstat,0,0,0,0,22016
1. Parse,dropbox/json11 (C++11),canada.json,133.728000,10708632,13092480,337482,0
1. Parse,dropbox/json11 (C++11),citm_catalog.json,59.558000,4804136,6586488,209021,0
1. Parse,dropbox/json11 (C++11),twitter.json,41.760000,2387256,3034776,130053,0
