Type,Library,Filename,Time (ms),Memory (byte),MemoryPeak (byte),AllocCount,FileSize (byte)
1. Parse,ArduinoJson (C++),canada.json,843.806883,10639884,10639884,20,0
1. Parse,ArduinoJson (C++),citm_catalog.json,10.562499,3875016,3875016,18,0
1. Parse,ArduinoJson (C++),twitter.json,3.995275,1171451,1171451,16,0
2. Stringify,ArduinoJson (C++),canada.json,237.716195,2251068,4672443,30,0
2. Stringify,ArduinoJson (C++),citm_catalog.json,34.779354,499612,1217057,27,0
2. Stringify,ArduinoJson (C++),twitter.json,28.618630,465372,943669,26,0
3. Prettify,ArduinoJson (C++),canada.json,472.116021,5596476,13768615,33,0
3. Prettify,ArduinoJson (C++),citm_catalog.json,43.049589,513260,1230705,27,0
3. Prettify,ArduinoJson (C++),twitter.json,43.161080,597164,1314609,27,0
4. Statistics,ArduinoJson (C++),canada.json,0.733693,0,0,0,0
4. Statistics,ArduinoJson (C++),citm_catalog.json,0.502283,0,0,0,0
4. Statistics,ArduinoJson (C++),twitter.json,0.637528,0,0,0,0
7. Code size,ArduinoJson (C++),jsonstat,0,0,0,0,14848
1. Parse,C++ REST SDK (C++11),canada.json,203.802714,4287540,4287604,393966,0
1. Parse,C++ REST SDK (C++11),citm_catalog.json,42.315129,2026376,2026488,86685,0
1. Parse,C++ REST SDK (C++11),twitter.json,24.957061,1371312,1371375,42580,0
2. Stringify,C++ REST SDK (C++11),canada.json,139.241166,2251068,6417771,58,0
2. Stringify,C++ REST SDK (C++11),citm_catalog.json,15.037453,500332,1824917,1398,0
2. Stringify,C++ REST SDK (C++11),twitter.json,10.811917,466876,1445953,6446,0
4. Statistics,C++ REST SDK (C++11),canada.json,1.424476,0,48,1,0
4. Statistics,C++ REST SDK (C++11),citm_catalog.json,0.678139,0,112,722,0
4. Statistics,C++ REST SDK (C++11),twitter.json,0.866639,0,368,2771,0
7. Code size,C++ REST SDK (C++11),jsonstat,0,0,0,0,97280
1. Parse,cJSON (C),canada.json,27.789538,6687270,6687270,167192,0
1. Parse,cJSON (C),citm_catalog.json,8.769836,1759111,1759111,64383,0
1. Parse,cJSON (C),twitter.json,4.380320,942584,942584,32014,0
2. Stringify,cJSON (C),canada.json,148.542020,1294689,2648685,223241,0
2. Stringify,cJSON (C),citm_catalog.json,24.050959,500313,1000985,87274,0
2. Stringify,cJSON (C),twitter.json,13.033685,466923,934168,30092,0
3. Prettify,cJSON (C),canada.json,147.868095,1405865,2870947,223241,0
3. Prettify,cJSON (C),citm_catalog.json,28.563459,789209,1578746,87274,0
3. Prettify,cJSON (C),twitter.json,14.561606,557953,1116040,30092,0
4. Statistics,cJSON (C),canada.json,1.065866,0,0,0,0
4. Statistics,cJSON (C),citm_catalog.json,0.580824,0,0,0,0
4. Statistics,cJSON (C),twitter.json,0.633696,0,0,0,0
7. Code size,cJSON (C),jsonstat,0,0,0,0,15360
1. Parse,dropbox/json11 (C++11),canada.json,143.557504,6462976,8758776,338942,0
1. Parse,dropbox/json11 (C++11),citm_catalog.json,30.798637,2785326,4563646,123093,0
1. Parse,dropbox/json11 (C++11),twitter.json,18.302483,1377084,2024682,54421,0
2. Stringify,dropbox/json11 (C++11),canada.json,130.796990,2965299,4942147,30,0
2. Stringify,dropbox/json11 (C++11),citm_catalog.json,13.612211,780108,1300162,27,0
2. Stringify,dropbox/json11 (C++11),twitter.json,8.864086,520082,866785,26,0
4. Statistics,dropbox/json11 (C++11),canada.json,1.614508,0,0,0,0
4. Statistics,dropbox/json11 (C++11),citm_catalog.json,0.723349,0,0,0,0
4. Statistics,dropbox/json11 (C++11),twitter.json,0.488490,0,0,0,0
7. Code size,dropbox/json11 (C++11),jsonstat,0,0,0,0,46080
1. Parse,mikeando/FastJson (C++),canada.json,116.976357,5371548,7622984,26,0
1. Parse,mikeando/FastJson (C++),citm_catalog.json,18.248845,1517842,3295886,26,0
1. Parse,mikeando/FastJson (C++),twitter.json,5.936210,869640,1517192,30,0
2. Stringify,mikeando/FastJson (C++),canada.json,203.394298,2251068,2251068,2,0
2. Stringify,mikeando/FastJson (C++),citm_catalog.json,20.918109,501036,501036,2,0
2. Stringify,mikeando/FastJson (C++),twitter.json,3.793749,562444,562444,2,0
4. Statistics,mikeando/FastJson (C++),canada.json,0.678522,0,0,0,0
4. Statistics,mikeando/FastJson (C++),citm_catalog.json,0.226430,0,0,0,0
4. Statistics,mikeando/FastJson (C++),twitter.json,0.168577,0,0,0,0
7. Code size,mikeando/FastJson (C++),jsonstat,0,0,0,0,41472
1. Parse,gason (C++11),canada.json,11.873952,4938061,4938061,658,0
1. Parse,gason (C++11),citm_catalog.json,5.066506,2388001,2388001,151,0
1. Parse,gason (C++11),twitter.json,2.076562,872300,872300,57,0
2. Stringify,gason (C++11),canada.json,139.879077,1295036,2909286,29,0
2. Stringify,gason (C++11),citm_catalog.json,47.848670,601084,1318529,27,0
2. Stringify,gason (C++11),twitter.json,36.121457,481708,1199153,27,0
3. Prettify,gason (C++11),canada.json,231.393791,7316172,15488311,33,0
3. Prettify,gason (C++11),citm_catalog.json,67.202077,1802108,4223483,30,0
3. Prettify,gason (C++11),twitter.json,40.775715,768748,1844915,28,0
4. Statistics,gason (C++11),canada.json,0.824112,0,0,0,0
4. Statistics,gason (C++11),citm_catalog.json,0.526420,0,0,0,0
4. Statistics,gason (C++11),twitter.json,0.621053,0,0,0,0
7. Code size,gason (C++11),jsonstat,0,0,0,0,15360
1. Parse,Jansson (C),canada.json,168.006918,5231806,5231849,224392,0
1. Parse,Jansson (C),citm_catalog.json,46.560205,2726103,2726180,111230,0
1. Parse,Jansson (C),twitter.json,22.907318,1070572,1071102,43822,0
2. Stringify,Jansson (C),canada.json,133.296527,2362173,6556477,21,0
2. Stringify,Jansson (C),citm_catalog.json,13.437504,551263,1599839,19,0
2. Stringify,Jansson (C),twitter.json,6.355353,492620,1016908,18,0
3. Prettify,Jansson (C),canada.json,179.749073,8272175,16922927,22,0
3. Prettify,Jansson (C),citm_catalog.json,23.601548,1727213,3824365,20,0
3. Prettify,Jansson (C),twitter.json,8.910828,767320,1815896,19,0
4. Statistics,Jansson (C),canada.json,1.146324,0,0,0,0
4. Statistics,Jansson (C),citm_catalog.json,0.688101,0,0,0,0
4. Statistics,Jansson (C),twitter.json,0.510329,0,0,0,0
7. Code size,Jansson (C),jsonstat,0,0,0,0,23040
1. Parse,JsonCpp (C++),canada.json,207.358540,11163438,15665662,279305,0
1. Parse,JsonCpp (C++),citm_catalog.json,33.975548,3261979,6817419,134394,0
1. Parse,JsonCpp (C++),twitter.json,18.662242,1202472,2496591,53815,0
2. Stringify,JsonCpp (C++),canada.json,167.921097,2251068,4883834,108914,0
2. Stringify,JsonCpp (C++),citm_catalog.json,19.327738,500332,1200246,15302,0
2. Stringify,JsonCpp (C++),twitter.json,14.685357,466956,987010,13212,0
4. Statistics,JsonCpp (C++),canada.json,6.577569,0,32,1,0
4. Statistics,JsonCpp (C++),citm_catalog.json,1.489225,0,64,451,0
4. Statistics,JsonCpp (C++),twitter.json,1.369305,0,464,2336,0
7. Code size,JsonCpp (C++),jsonstat,0,0,0,0,55808
1. Parse,json-c (C),canada.json,208.775736,17172430,17173174,390651,0
1. Parse,json-c (C),citm_catalog.json,42.328922,6637015,6637793,131793,0
1. Parse,json-c (C),twitter.json,15.634752,1677710,1678938,49446,0
2. Stringify,json-c (C),canada.json,40.119797,6445352,6445352,21,0
2. Stringify,json-c (C),citm_catalog.json,25.303027,1025018,1025018,18,0
2. Stringify,json-c (C),twitter.json,11.454808,997259,997259,18,0
3. Prettify,json-c (C),canada.json,73.985387,13761835,13761835,22,0
3. Prettify,json-c (C),citm_catalog.json,34.954827,3353985,3353985,20,0
3. Prettify,json-c (C),twitter.json,14.506052,1680892,1680892,19,0
4. Statistics,json-c (C),canada.json,3.268095,0,0,0,0
4. Statistics,json-c (C),citm_catalog.json,0.898822,0,0,0,0
4. Statistics,json-c (C),twitter.json,0.475464,0,0,0,0
7. Code size,json-c (C),jsonstat,0,0,0,0,30208
1. Parse,JSON Spirit (C++),canada.json,260.466430,6039284,13179244,686313,0
1. Parse,JSON Spirit (C++),citm_catalog.json,189.562171,2134608,6045808,431416,0
1. Parse,JSON Spirit (C++),twitter.json,64.692196,1131752,2912736,118646,0
2. Stringify,JSON Spirit (C++),canada.json,238.557548,2251068,4672443,31,0
2. Stringify,JSON Spirit (C++),citm_catalog.json,30.666841,500380,1217825,1670,0
2. Stringify,JSON Spirit (C++),twitter.json,22.096615,693276,1410721,13057,0
3. Prettify,JSON Spirit (C++),canada.json,376.161218,8272204,20530412,35,0
3. Prettify,JSON Spirit (C++),citm_catalog.json,66.176440,2005164,4426539,1673,0
3. Prettify,JSON Spirit (C++),twitter.json,30.536960,1022428,2098595,13058,0
4. Statistics,JSON Spirit (C++),canada.json,2.974618,0,0,0,0
4. Statistics,JSON Spirit (C++),citm_catalog.json,0.634463,0,0,0,0
4. Statistics,JSON Spirit (C++),twitter.json,0.300757,0,0,0,0
7. Code size,JSON Spirit (C++),jsonstat,0,0,0,0,101888
1. Parse,hjiang/JSON++ (C++),canada.json,2584.674510,4071376,8573508,338938,0
1. Parse,hjiang/JSON++ (C++),citm_catalog.json,133.644409,2818718,6374070,107917,0
1. Parse,hjiang/JSON++ (C++),twitter.json,58.153323,1409152,2703155,51313,0
2. Stringify,hjiang/JSON++ (C++),canada.json,493.903067,3749692,18571784,489301,0
2. Stringify,hjiang/JSON++ (C++),citm_catalog.json,107.302718,946940,2970019,154965,0
2. Stringify,hjiang/JSON++ (C++),twitter.json,43.133494,576476,1870369,59943,0
4. Statistics,hjiang/JSON++ (C++),canada.json,1.119888,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),citm_catalog.json,0.670477,0,0,0,0
4. Statistics,hjiang/JSON++ (C++),twitter.json,0.452093,0,0,0,0
7. Code size,hjiang/JSON++ (C++),jsonstat,0,0,0,0,31744
1. Parse,Jzon (C++),canada.json,408.871672,15902496,25902852,804292,0
1. Parse,Jzon (C++),citm_catalog.json,175.587137,2817226,8624566,151912,0
1. Parse,Jzon (C++),twitter.json,75.285728,1418440,3829035,88128,0
2. Stringify,Jzon (C++),canada.json,79.895544,2251068,4672443,108910,0
2. Stringify,Jzon (C++),citm_catalog.json,27.679580,500748,1218193,929,0
2. Stringify,Jzon (C++),twitter.json,15.925547,472988,951285,5467,0
3. Prettify,Jzon (C++),canada.json,133.238292,8272204,20530412,332130,0
3. Prettify,Jzon (C++),citm_catalog.json,39.537823,1988348,4409723,54574,0
3. Prettify,Jzon (C++),twitter.json,19.648034,789548,1865715,18721,0
4. Statistics,Jzon (C++),canada.json,4.421315,0,32,1,0
4. Statistics,Jzon (C++),citm_catalog.json,0.754382,0,64,451,0
4. Statistics,Jzon (C++),twitter.json,0.814917,0,464,2336,0
7. Code size,Jzon (C++),jsonstat,0,0,0,0,34816
1. Parse,Parson (C),canada.json,127.903212,4016322,4026290,336060,0
1. Parse,Parson (C),citm_catalog.json,32.109324,1407427,1407585,185585,0
1. Parse,Parson (C),twitter.json,16.540853,750504,750669,72477,0
4. Statistics,Parson (C),canada.json,1.150538,0,0,0,0
4. Statistics,Parson (C),citm_catalog.json,2.491492,0,0,0,0
4. Statistics,Parson (C),twitter.json,5.707481,0,0,0,0
7. Code size,Parson (C),jsonstat,0,0,0,0,16896
1. Parse,PicoJSON (C++),canada.json,239.129177,3356484,6054880,795175,0
1. Parse,PicoJSON (C++),citm_catalog.json,80.879803,2532854,4143062,437714,0
1. Parse,PicoJSON (C++),twitter.json,31.467199,1304300,2465580,127962,0
2. Stringify,PicoJSON (C++),canada.json,188.515461,2632794,4388004,108908,0
2. Stringify,PicoJSON (C++),citm_catalog.json,26.659305,520082,866785,26,0
2. Stringify,PicoJSON (C++),twitter.json,13.102265,520082,866785,224,0
4. Statistics,PicoJSON (C++),canada.json,0.753999,0,0,0,0
4. Statistics,PicoJSON (C++),citm_catalog.json,0.449411,0,0,0,0
4. Statistics,PicoJSON (C++),twitter.json,0.313400,0,0,0,0
7. Code size,PicoJSON (C++),jsonstat,0,0,0,0,30208
1. Parse,RapidJSON_AutoUTF (C++),canada.json,19.532712,4207098,4655505,77,0
1. Parse,RapidJSON_AutoUTF (C++),citm_catalog.json,12.004216,1638802,1650466,36,0
1. Parse,RapidJSON_AutoUTF (C++),twitter.json,6.835798,1048870,1056646,26,0
2. Stringify,RapidJSON_AutoUTF (C++),canada.json,55.450727,2873341,2873598,28,0
2. Stringify,RapidJSON_AutoUTF (C++),citm_catalog.json,4.879921,567596,567853,24,0
2. Stringify,RapidJSON_AutoUTF (C++),twitter.json,4.089908,567596,567853,24,0
3. Prettify,RapidJSON_AutoUTF (C++),canada.json,92.490545,9697457,9697714,31,0
3. Prettify,RapidJSON_AutoUTF (C++),citm_catalog.json,12.429873,1915570,1915827,27,0
3. Prettify,RapidJSON_AutoUTF (C++),twitter.json,5.841194,851380,851637,25,0
4. Statistics,RapidJSON_AutoUTF (C++),canada.json,0.747103,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),citm_catalog.json,0.324128,0,0,0,0
4. Statistics,RapidJSON_AutoUTF (C++),twitter.json,0.179305,0,0,0,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),canada.json,72.778912,28,2873855,30,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),citm_catalog.json,16.164237,28,568110,26,0
5. Sax Round-trip,RapidJSON_AutoUTF (C++),twitter.json,10.533382,28,568430,28,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),canada.json,16.422849,0,257,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),citm_catalog.json,11.101180,0,257,2,0
6. SaxStatistics,RapidJSON_AutoUTF (C++),twitter.json,6.315508,0,577,4,0
7. Code size,RapidJSON_AutoUTF (C++),jsonstat,0,0,0,0,28160
1. Parse,RapidJSON_FullPrec (C++),canada.json,36.793466,4207098,4655505,77,0
1. Parse,RapidJSON_FullPrec (C++),citm_catalog.json,6.009387,1638802,1650466,36,0
1. Parse,RapidJSON_FullPrec (C++),twitter.json,3.161968,1048870,1056646,26,0
2. Stringify,RapidJSON_FullPrec (C++),canada.json,44.551840,2873341,2873598,28,0
2. Stringify,RapidJSON_FullPrec (C++),citm_catalog.json,2.648575,567596,567853,24,0
2. Stringify,RapidJSON_FullPrec (C++),twitter.json,2.249354,567596,567853,24,0
3. Prettify,RapidJSON_FullPrec (C++),canada.json,56.623487,9697457,9697714,31,0
3. Prettify,RapidJSON_FullPrec (C++),citm_catalog.json,5.263817,1915570,1915827,27,0
3. Prettify,RapidJSON_FullPrec (C++),twitter.json,3.032854,851380,851637,25,0
4. Statistics,RapidJSON_FullPrec (C++),canada.json,0.747486,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),citm_catalog.json,0.324128,0,0,0,0
4. Statistics,RapidJSON_FullPrec (C++),twitter.json,0.178155,0,0,0,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),canada.json,77.805955,2873341,2873855,30,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),citm_catalog.json,7.292488,567596,568110,26,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),twitter.json,4.763067,567596,568430,28,0
6. SaxStatistics,RapidJSON_FullPrec (C++),canada.json,35.076662,0,257,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),citm_catalog.json,4.802912,0,257,2,0
6. SaxStatistics,RapidJSON_FullPrec (C++),twitter.json,2.444367,0,577,4,0
7. Code size,RapidJSON_FullPrec (C++),jsonstat,0,0,0,0,25600
1. Parse,RapidJSON_Insitu (C++),canada.json,15.053927,6458159,6906566,78,0
1. Parse,RapidJSON_Insitu (C++),citm_catalog.json,6.679481,3350927,3362591,36,0
1. Parse,RapidJSON_Insitu (C++),twitter.json,3.030172,1368126,1375902,22,0
2. Stringify,RapidJSON_Insitu (C++),canada.json,44.727696,2873341,2873598,28,0
2. Stringify,RapidJSON_Insitu (C++),citm_catalog.json,2.685738,567596,567853,24,0
2. Stringify,RapidJSON_Insitu (C++),twitter.json,2.232496,567596,567853,24,0
3. Prettify,RapidJSON_Insitu (C++),canada.json,56.600116,9697457,9697714,31,0
3. Prettify,RapidJSON_Insitu (C++),citm_catalog.json,5.280292,1915570,1915827,27,0
3. Prettify,RapidJSON_Insitu (C++),twitter.json,2.998372,851380,851637,25,0
4. Statistics,RapidJSON_Insitu (C++),canada.json,0.748252,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),citm_catalog.json,0.325660,0,0,0,0
4. Statistics,RapidJSON_Insitu (C++),twitter.json,0.163213,0,0,0,0
5. Sax Round-trip,RapidJSON_Insitu (C++),canada.json,56.741874,2873341,5124679,30,0
5. Sax Round-trip,RapidJSON_Insitu (C++),citm_catalog.json,8.434981,567596,2345546,26,0
5. Sax Round-trip,RapidJSON_Insitu (C++),twitter.json,5.010185,567596,1214869,26,0
6. SaxStatistics,RapidJSON_Insitu (C++),canada.json,13.260881,0,2251081,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),citm_catalog.json,6.163406,0,1777693,2,0
6. SaxStatistics,RapidJSON_Insitu (C++),twitter.json,2.889563,0,647016,2,0
7. Code size,RapidJSON_Insitu (C++),jsonstat,0,0,0,0,25600
1. Parse,RapidJSON (C++),canada.json,9.851028,4207098,4655505,77,0
1. Parse,RapidJSON (C++),citm_catalog.json,5.532774,1638802,1650466,36,0
1. Parse,RapidJSON (C++),twitter.json,3.109480,1048870,1056646,26,0
2. Stringify,RapidJSON (C++),canada.json,44.702793,2873341,2873598,28,0
2. Stringify,RapidJSON (C++),citm_catalog.json,2.645127,567596,567853,24,0
2. Stringify,RapidJSON (C++),twitter.json,2.261997,567596,567853,24,0
3. Prettify,RapidJSON (C++),canada.json,57.436871,9697457,9697714,31,0
3. Prettify,RapidJSON (C++),citm_catalog.json,5.328566,1915570,1915827,27,0
3. Prettify,RapidJSON (C++),twitter.json,3.034003,851380,851637,25,0
4. Statistics,RapidJSON (C++),canada.json,0.747103,0,0,0,0
4. Statistics,RapidJSON (C++),citm_catalog.json,0.324128,0,0,0,0
4. Statistics,RapidJSON (C++),twitter.json,0.178538,0,0,0,0
5. Sax Round-trip,RapidJSON (C++),canada.json,51.611002,2873341,2873855,30,0
5. Sax Round-trip,RapidJSON (C++),citm_catalog.json,6.574120,567596,568110,26,0
5. Sax Round-trip,RapidJSON (C++),twitter.json,4.480317,567596,568430,28,0
6. SaxStatistics,RapidJSON (C++),canada.json,7.603973,0,257,2,0
6. SaxStatistics,RapidJSON (C++),citm_catalog.json,4.299480,0,257,2,0
6. SaxStatistics,RapidJSON (C++),twitter.json,2.390729,0,577,4,0
7. Code size,RapidJSON (C++),jsonstat,0,0,0,0,25600
1. Parse,sajson (C++),canada.json,13.038666,11255364,11255364,4,0
1. Parse,sajson (C++),citm_catalog.json,8.329237,8888424,8888424,4,0
1. Parse,sajson (C++),twitter.json,3.445101,3235039,3235039,4,0
4. Statistics,sajson (C++),canada.json,1.037132,0,0,0,0
4. Statistics,sajson (C++),citm_catalog.json,0.354395,0,0,0,0
4. Statistics,sajson (C++),twitter.json,0.188500,0,0,0,0
7. Code size,sajson (C++),jsonstat,0,0,0,0,27648
1. Parse,SimpleJSON (C++),canada.json,68.410851,18724548,23248630,506131,0
1. Parse,SimpleJSON (C++),citm_catalog.json,36.462825,5748460,9304734,191904,0
1. Parse,SimpleJSON (C++),twitter.json,23.760164,2907532,4202080,105306,0
2. Stringify,SimpleJSON (C++),canada.json,383.173639,3155273,7888095,337239,0
2. Stringify,SimpleJSON (C++),citm_catalog.json,72.165521,1004907,2499961,101834,0
2. Stringify,SimpleJSON (C++),twitter.json,34.826862,1901109,4330700,43475,0
4. Statistics,SimpleJSON (C++),canada.json,2.386897,0,0,0,0
4. Statistics,SimpleJSON (C++),citm_catalog.json,0.749785,0,0,0,0
4. Statistics,SimpleJSON (C++),twitter.json,0.460139,0,0,0,0
7. Code size,SimpleJSON (C++),jsonstat,0,0,0,0,26624
1. Parse,strdup (C),canada.json,0.586571,2251073,2251073,2,0
1. Parse,strdup (C),citm_catalog.json,0.458606,1777685,1777685,2,0
1. Parse,strdup (C),twitter.json,0.167811,647008,647008,2,0
2. Stringify,strdup (C),canada.json,0.578526,2251069,2251069,2,0
2. Stringify,strdup (C),citm_catalog.json,0.458606,1777681,1777681,2,0
2. Stringify,strdup (C),twitter.json,0.165895,647004,647004,2,0
1. Parse,udp/json-parser (C),canada.json,75.411012,7356046,7356046,223233,0
1. Parse,udp/json-parser (C),citm_catalog.json,32.630763,2117171,2117171,51205,0
1. Parse,udp/json-parser (C),twitter.json,10.091250,1104996,1104996,20237,0
2. Stringify,udp/json-parser (C),canada.json,194.547836,1043616,1043616,2,0
2. Stringify,udp/json-parser (C),citm_catalog.json,5.989848,500718,500718,2,0
2. Stringify,udp/json-parser (C),twitter.json,2.791865,472959,472959,2,0
3. Prettify,udp/json-parser (C),canada.json,198.546560,7957663,7957663,2,0
3. Prettify,udp/json-parser (C),citm_catalog.json,6.848058,1929495,1929495,2,0
3. Prettify,udp/json-parser (C),twitter.json,3.100668,835273,835273,2,0
4. Statistics,udp/json-parser (C),canada.json,1.708758,0,0,0,0
